Video,mos_j,sos_j,type,ref,name,bitladder,resolution,bitrate,raw_scores,path,orientation,framerate,content_name,split,height,width
17a892c8ad45572b79a74c2a5fd04f81,13.680243895004192,2.5133251633106783,Vimeo,0,1080p_1M_#653248390_25_7_17.mp4,1080p_1M_,1080p,1M,"[22, 62, 31, 81, 0, 0, 0, 0, 0, 0, 0, 10, 9, 6, 9, 0, 3, 0, 0, 1, 26, 17, 29, 0, 21, 10, 0, 35, 47, 8, 30, 16, 15, 0]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,653248390_25_7_17.mp4,test,1080,1920
e4d8c06737fea0a23c83f7fce566898b,13.739447593617829,2.336413578185074,Vimeo,0,360p_0.2M_#837045281_23_6_16.mp4,360p_0.2M_,360p,0.2M,"[45, 7, 7, 11, 10, 9, 3, 21, 1, 15, 8, 10, 3, 10, 5, 9, 0, 9, 0, 10, 9, 9, 0, 42, 35, 0, 10, 0, 14, 9, 10, 56, 7, 0, 6, 0, 0, 7, 22, 12, 9, 31, 10, 57, 3, 40, 19, 35, 63]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,837045281_23_6_16.mp4,train,360,640
1fce15b5761a5297027be6045cff27ee,13.88279640004314,3.0762247678569565,Vimeo,0,360p_0.2M_#678888449_14_2_12.mp4,360p_0.2M_,360p,0.2M,"[33, 0, 0, 20, 0, 1, 9, 19, 8, 9, 0, 34, 8, 9, 0, 10, 3, 88, 39, 17, 2, 26, 8, 0, 8, 9, 5, 21, 0, 17, 5, 0, 28, 40, 23]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,29.38,678888449_14_2_12.mp4,train,360,640
dd48ac9bbecf6bd454e709842b43ffdc,13.941213541265563,2.0248328641362927,Crowd,0,1080p_0.5M_#Files_Oct30_IMG_1936_6_16.mp4,1080p_0.5M_,1080p,0.5M,"[9, 1, 13, 19, 0, 3, 52, 19, 10, 0, 11, 6, 10, 36, 11, 13, 0, 0, 6, 12, 9, 4, 9, 9, 9, 6, 19, 17, 32, 29, 0, 3, 0, 27, 27, 40, 29, 0, 13, 10, 48, 33, 63, 5, 10, 4, 9, 7, 42, 50, 13, 21]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Portrait,29.434,Files_Oct30_IMG_1936_6_16.mp4,train,1920,1080
96f17388ce64e66790de23e117e01372,13.95706013539672,3.67341311451458,Vimeo,0,1080p_1M_#653243868_22_6_16.mp4,1080p_1M_,1080p,1M,"[21, 0, 91, 81, 12, 9, 0, 0, 0, 0, 0, 0, 0, 0, 10, 61, 10, 0, 0, 0, 0, 0, 0, 8, 0, 12, 40, 17, 0, 9, 29, 0, 13, 0, 0, 15, 19]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,653243868_22_6_16.mp4,train,1080,1920
572ba58887352ba5f47d779cca6d0465,14.042769212393004,2.1823362507356614,Vimeo,0,360p_0.2M_#653383964_20_5_15.mp4,360p_0.2M_,360p,0.2M,"[7, 9, 10, 11, 7, 8, 9, 17, 11, 4, 14, 20, 13, 20, 4, 16, 28, 0, 0, 0, 9, 9, 74, 0, 0, 47, 15, 9, 0, 0, 0, 0, 9, 29, 34, 50, 0, 26, 4, 0, 0, 28, 48, 10, 10, 16, 30, 8, 6, 20, 0, 40, 30, 0, 10, 29]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,653383964_20_5_15.mp4,train,360,640
273a5d8a3b8c2d0eb4d4c8ff5fcfe360,14.149499805225982,2.819771537946058,Crowd,0,360p_0.2M_#Files_Nov8_IMG_3220_38_48.mp4,360p_0.2M_,360p,0.2M,"[8, 9, 1, 16, 0, 8, 9, 9, 11, 9, 0, 25, 19, 32, 11, 13, 0, 18, 32, 30, 10, 18, 1, 9, 0, 18, 44, 50, 21, 83, 16, 9, 35, 15]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Landscape,30.0,Files_Nov8_IMG_3220_38_48.mp4,train,360,640
8fd07a20da5a234b0846a18845b81d35,14.15460429926472,2.155689558846671,Crowd,0,360p_0.2M_#Files_Oct30_IMG_3753_0_8.mp4,360p_0.2M_,360p,0.2M,"[5, 1, 9, 9, 2, 9, 29, 23, 9, 9, 0, 0, 12, 0, 15, 0, 13, 10, 11, 28, 29, 15, 4, 9, 13, 0, 6, 10, 14, 49, 9, 19, 70, 0, 13, 12, 10]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Portrait,29.97,Files_Oct30_IMG_3753_0_8.mp4,train,640,360
4d743bc272ad4baa574a1934e6632e53,14.694578956631528,2.038098947356031,Vimeo,0,1080p_0.5M_#653383964_20_5_15.mp4,1080p_0.5M_,1080p,0.5M,"[7, 5, 5, 9, 2, 8, 5, 19, 10, 5, 5, 18, 26, 9, 20, 19, 0, 0, 0, 10, 10, 70, 0, 0, 60, 24, 10, 0, 0, 0, 0, 0, 9, 30, 10, 6, 3, 0, 0, 30, 32, 9, 9, 26, 0, 9, 36, 0, 43, 29, 0, 0, 30]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,653383964_20_5_15.mp4,train,1080,1920
0dec26d3bc837e1d629657c136a8ef1e,14.786147502810907,3.3460876540958586,Vimeo,0,360p_0.2M_#829476869_24_7_17.mp4,360p_0.2M_,360p,0.2M,"[1, 8, 31, 0, 20, 6, 0, 6, 10, 9, 9, 19, 7, 2, 0, 10, 28, 18, 10, 76, 4, 50, 0, 18, 0, 0, 59, 7, 0, 0, 7, 48, 15, 16, 0, 9]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,60.0,829476869_24_7_17.mp4,validation,360,640
c94a7eb28698eb35a02481c3a877de64,14.9331541895577,2.69138042318897,Vimeo,0,360p_0.2M_#676058590_24_6_16.mp4,360p_0.2M_,360p,0.2M,"[26, 9, 0, 22, 9, 10, 10, 9, 14, 13, 4, 8, 40, 12, 36, 10, 29, 4, 30, 39, 7, 2, 26, 25, 18, 2, 14, 7, 0, 59, 54]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,29.916,676058590_24_6_16.mp4,test,360,640
0f4b04016514b85c504e4cb17029d2b7,14.955468905808818,3.125971885010011,Vimeo,0,720p_0.5M_#653248390_25_7_17.mp4,720p_0.5M_,720p,0.5M,"[9, 26, 21, 68, 0, 0, 41, 0, 0, 0, 0, 27, 0, 9, 9, 0, 17, 0, 0, 18, 23, 40, 17, 0, 29, 19, 2, 24, 76, 8, 69, 25, 20, 0]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,653248390_25_7_17.mp4,test,720,1280
318df02a6365daa96708dd722a09840b,14.959039570705238,2.6663028852128647,Vimeo,0,360p_0.2M_#872087775_761_375_385.mp4,360p_0.2M_,360p,0.2M,"[5, 5, 0, 11, 0, 0, 9, 0, 0, 0, 0, 22, 20, 20, 29, 4, 0, 43, 29, 0, 28, 6, 19, 20, 9, 9, 71, 31, 0, 31, 21, 29, 21, 23]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,872087775_761_375_385.mp4,test,360,640
99a583a0f32b990223fccb3b86c7aae8,14.991609755939924,2.7384415904966235,Vimeo,0,1080p_0.5M_#797505232_114_52_62.mp4,1080p_0.5M_,1080p,0.5M,"[9, 0, 10, 0, 0, 0, 0, 12, 9, 0, 29, 8, 7, 1, 9, 9, 45, 29, 0, 0, 9, 0, 22, 31, 0, 6, 39, 32, 0, 0, 1, 31, 44, 40, 31, 53]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,797505232_114_52_62.mp4,train,1080,1920
842a36c41b61aeab6bdb7c3c965c4e32,14.99848193356406,3.136322648239076,Crowd,0,360p_0.2M_#Files_Nov4_IMG_5959_1_11.mp4,360p_0.2M_,360p,0.2M,"[3, 0, 0, 20, 0, 10, 0, 0, 40, 29, 9, 4, 5, 20, 40, 0, 60, 5, 4, 0, 58, 0, 48, 13, 0, 0, 3, 5, 4, 10, 12, 12, 10]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Portrait,29.97,Files_Nov4_IMG_5959_1_11.mp4,train,640,360
fb66bbaf0c2762cfa512cd082782af20,15.27692979616486,2.117561947165973,Vimeo,0,360p_0.2M_#811356752_114_52_62.mp4,360p_0.2M_,360p,0.2M,"[14, 0, 0, 4, 9, 0, 29, 39, 6, 0, 0, 24, 9, 3, 43, 4, 4, 16, 30, 5, 6, 30, 29, 6, 35, 8, 56, 10, 9, 1, 24, 0, 9, 19, 29, 12, 18]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,29.0,811356752_114_52_62.mp4,train,360,640
60281e5ee80e90b81dbeea0bd0dd1b40,15.474283511829476,3.170462068548153,Vimeo,0,1080p_0.5M_#779607866_20_5_15.mp4,1080p_0.5M_,1080p,0.5M,"[9, 1, 29, 0, 19, 3, 11, 15, 0, 0, 2, 21, 0, 0, 9, 0, 30, 46, 9, 29, 31, 16, 39, 7, 6, 18, 32, 67, 8, 60]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,29.501,779607866_20_5_15.mp4,train,1080,1920
03e4a2d9f78228ea06e12303a38c451f,15.474811307978934,3.200955391331368,Crowd,0,360p_0.2M_#Files_Nov19_PXL_20231118_031704310_0_10.mp4,360p_0.2M_,360p,0.2M,"[9, 12, 19, 16, 16, 43, 0, 82, 0, 9, 0, 0, 8, 9, 30, 10, 0, 0, 0, 0, 0, 13, 18, 0, 0, 3, 14, 0, 0, 43, 33, 29, 2, 5, 8, 20, 40]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Portrait,23.929,Files_Nov19_PXL_20231118_031704310_0_10.mp4,train,640,360
a012f5b1df567d831cd3937e24a9a70c,15.477732150729436,3.1648119152095955,Vimeo,0,360p_0.2M_#877278553_26_8_18.mp4,360p_0.2M_,360p,0.2M,"[0, 1, 6, 4, 10, 0, 7, 9, 36, 10, 8, 53, 0, 4, 2, 14, 0, 9, 9, 0, 7, 1, 32, 48, 15, 3, 29, 11, 9, 29, 0, 58, 1, 24, 29, 7, 60, 2, 39, 40]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,60.0,877278553_26_8_18.mp4,test,360,640
22765e4b07a34d4495e696fa78b9333c,15.553803611008014,4.059543642741429,Vimeo,0,360p_0.2M_#687809403_99_44_54.mp4,360p_0.2M_,360p,0.2M,"[10, 9, 1, 9, 27, 0, 8, 0, 0, 17, 9, 73, 9, 0, 0, 0, 28, 10, 10, 17, 0, 22, 74, 68, 0, 49, 0, 0, 9, 41, 38, 0]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,687809403_99_44_54.mp4,train,360,640
0a065b13c5722948ea2f36f94a868fcc,15.60239199256488,2.3731167927709684,Crowd,0,360p_0.2M_#Files_Nov6_IMG_7242_18_28.mp4,360p_0.2M_,360p,0.2M,"[3, 22, 9, 8, 0, 27, 9, 50, 32, 0, 0, 31, 9, 9, 0, 10, 2, 0, 26, 22, 0, 18, 19, 19, 2, 22, 34, 6, 23, 32, 25, 28, 29]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Landscape,30.0,Files_Nov6_IMG_7242_18_28.mp4,test,360,640
a840f1d1d4051bb6c9aeb2df115f83eb,15.678488503135728,3.375110769273622,Vimeo,0,360p_0.2M_#724610411_124_57_67.mp4,360p_0.2M_,360p,0.2M,"[19, 8, 8, 9, 0, 0, 0, 0, 4, 13, 0, 4, 9, 9, 19, 0, 2, 4, 70, 49, 66, 56, 19, 4, 34, 30, 3, 14, 19, 24, 28, 17, 41, 19]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,724610411_124_57_67.mp4,train,360,640
453e68ce4e8f0163c7a06e3654976d3c,15.725821551940108,2.986481105851935,Vimeo,0,360p_0.2M_#858286642_14_2_12.mp4,360p_0.2M_,360p,0.2M,"[2, 7, 6, 0, 30, 0, 8, 9, 9, 19, 2, 0, 0, 6, 0, 22, 0, 31, 57, 61, 6, 9, 3, 51, 5, 17, 9, 15, 37, 16, 18, 17, 43]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,858286642_14_2_12.mp4,test,360,640
665d4c68f19f51c1e1db458b13fd607d,15.772093414269635,2.353143641639154,Vimeo,0,1080p_0.5M_#881167536_229_109_119.mp4,1080p_0.5M_,1080p,0.5M,"[5, 14, 5, 3, 0, 0, 9, 0, 11, 52, 16, 0, 0, 3, 13, 0, 6, 15, 23, 8, 37, 2, 17, 12, 40, 30, 50, 8, 8, 34, 16, 33, 47, 27, 8]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,881167536_229_109_119.mp4,train,1080,1920
36f8a599e4890f8a014f23bee97f6311,15.929459298725474,2.5873986605516928,Crowd,0,360p_0.2M_#Files_Jan15_PXL_20240108_115101087 2024-01-13 12_2_12.mp4,360p_0.2M_,360p,0.2M,"[9, 9, 40, 1, 9, 9, 0, 0, 0, 0, 40, 0, 4, 10, 9, 0, 14, 22, 22, 10, 26, 27, 53, 4, 0, 27, 1, 19, 4, 63, 29, 18, 8, 8, 31]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Portrait,120.0,Files_Jan15_PXL_20240108_115101087 2024-01-13 12_2_12.mp4,train,640,360
cc3e8c9636833e8afedca1522bd903cf,15.936941335512229,3.392305650233041,Crowd,0,360p_0.2M_#Files_Nov4_PXL_20221223_063157100_5_15.mp4,360p_0.2M_,360p,0.2M,"[9, 8, 8, 9, 8, 0, 7, 0, 9, 8, 0, 40, 2, 0, 17, 8, 0, 0, 1, 13, 39, 0, 47, 36, 27, 3, 20, 49, 36, 51, 51, 12, 30]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Landscape,30.0,Files_Nov4_PXL_20221223_063157100_5_15.mp4,train,360,640
036c7269733a23a1fede2020d6b5d570,16.124510540839754,2.32157585337021,Crowd,0,360p_0.2M_#Files_Oct30_IMG_4025_0_10.mp4,360p_0.2M_,360p,0.2M,"[9, 8, 9, 28, 15, 10, 32, 0, 8, 6, 16, 5, 18, 9, 61, 39, 0, 45, 15, 9, 0, 2, 13, 10, 17, 32, 6, 10, 13, 16, 59, 24]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Landscape,29.97,Files_Oct30_IMG_4025_0_10.mp4,test,360,640
5ae498675b1f41064fee1f68285095f7,16.143512996621855,2.245730379436492,Crowd,0,360p_0.2M_#Files_Dec20_PXL_20231217_053632128_1_11.mp4,360p_0.2M_,360p,0.2M,"[0, 1, 1, 9, 9, 9, 4, 6, 1, 28, 13, 9, 36, 19, 0, 4, 8, 0, 9, 0, 10, 20, 9, 0, 60, 25, 25, 0, 2, 7, 26, 28, 51, 0, 7, 30, 9, 37, 58, 31, 9, 0, 24, 11, 29, 58, 54, 42]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Portrait,30.0,Files_Dec20_PXL_20231217_053632128_1_11.mp4,train,640,360
68feef5930f756b71ee5e10a2701fb83,16.144972151820856,3.155604935953942,Vimeo,0,360p_0.2M_#763232934_90_40_50.mp4,360p_0.2M_,360p,0.2M,"[15, 31, 9, 19, 1, 4, 10, 9, 5, 4, 3, 11, 0, 1, 8, 1, 28, 11, 0, 0, 70, 9, 30, 8, 38, 0, 30, 36, 35, 25, 23, 6]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,29.224,763232934_90_40_50.mp4,validation,360,640
f0a8cad6b69815dd88cc2d3fee3d051c,16.17994683053797,2.3810383217997835,Crowd,0,360p_0.2M_#Files_Nov4_IMG_5958_2_12.mp4,360p_0.2M_,360p,0.2M,"[67, 4, 6, 16, 6, 2, 0, 19, 9, 2, 1, 24, 28, 3, 0, 27, 30, 23, 38, 30, 42, 3, 31, 23, 28, 0, 14, 18, 9, 6, 8, 8, 15]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Portrait,29.97,Files_Nov4_IMG_5958_2_12.mp4,validation,640,360
f1d2ef8c4ab8fd97c001d761358d3b15,16.193647112136233,2.744877055978842,Vimeo,0,1080p_0.5M_#879294253_123_56_66.mp4,1080p_0.5M_,1080p,0.5M,"[10, 0, 0, 10, 0, 4, 0, 0, 0, 39, 19, 5, 8, 26, 40, 4, 32, 11, 0, 51, 9, 58, 11, 0, 28, 5, 6, 12, 19, 17, 19, 13]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,27.143,879294253_123_56_66.mp4,train,1080,1920
5a257d193ed6acc5148b1dd746faecc2,16.236016474472578,2.6050342380852767,Vimeo,0,360p_0.2M_#767868202_50_20_30.mp4,360p_0.2M_,360p,0.2M,"[7, 0, 9, 9, 26, 0, 0, 0, 0, 9, 41, 0, 2, 0, 59, 29, 29, 25, 19, 10, 7, 27, 31, 0, 0, 4, 18, 11, 9, 0, 35, 45, 8, 36, 8, 21]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,60.0,767868202_50_20_30.mp4,train,360,640
b0d6869ab269b6920e40adcd81b1b260,16.24890925798914,2.477544636394252,Vimeo,0,360p_0.2M_#728679315_478_234_244.mp4,360p_0.2M_,360p,0.2M,"[2, 11, 28, 2, 19, 9, 0, 0, 4, 77, 3, 12, 16, 0, 42, 10, 10, 0, 5, 12, 9, 13, 23, 41, 34, 50, 0, 7, 28, 30, 0, 3, 12, 0, 26, 24, 10, 41, 50, 10]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,728679315_478_234_244.mp4,train,360,640
46156d168e1b80c36c863899abfd3465,16.26814787509471,2.89624445071672,Vimeo,0,360p_0.2M_#811357664_104_47_57.mp4,360p_0.2M_,360p,0.2M,"[29, 15, 9, 72, 6, 9, 19, 0, 30, 0, 10, 27, 9, 15, 27, 9, 9, 1, 0, 0, 36, 30, 41, 18, 12, 5, 9, 15, 18]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,29.0,811357664_104_47_57.mp4,train,360,640
0070e798e379c81f7879be388655c7cd,16.284911425262614,3.3033014615883336,Vimeo,0,720p_0.5M_#797505232_114_52_62.mp4,720p_0.5M_,720p,0.5M,"[8, 0, 8, 0, 0, 7, 0, 0, 16, 9, 0, 45, 24, 2, 0, 2, 9, 46, 30, 0, 0, 6, 0, 39, 29, 0, 11, 53, 35, 33, 0, 4, 31, 66, 41, 8]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,797505232_114_52_62.mp4,train,720,1280
12cd8d193771567380e9934465d0104d,16.385976497538383,3.054213886441653,Crowd,0,360p_0.2M_#Files_Oct30_IMG_4543_0_5.mp4,360p_0.2M_,360p,0.2M,"[13, 0, 9, 9, 0, 0, 0, 0, 0, 0, 14, 9, 0, 32, 4, 0, 29, 7, 3, 37, 8, 18, 38, 9, 18, 60, 20, 25, 21, 43, 6, 59, 23, 33, 17]",/mnt/LIVELAB_NAS/shreshth/Crowd/Trans_valid_videos/,Landscape,29.97,Files_Oct30_IMG_4543_0_5.mp4,train,360,640
6b2e0ae799fc15c23ae6e34d58804aa0,16.39503887462274,2.550620327469725,Vimeo,0,360p_0.2M_#859188938_314_152_162.mp4,360p_0.2M_,360p,0.2M,"[17, 19, 15, 0, 0, 1, 10, 12, 0, 9, 29, 30, 4, 35, 0, 28, 20, 1, 9, 66, 30, 9, 45, 4, 27, 8, 22, 42, 12, 12, 35, 33, 1, 8]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,859188938_314_152_162.mp4,train,360,640
09659fc0180a1322bfc4d52926ce0c48,16.4339583960402,2.8115140768894804,Vimeo,0,360p_0.2M_#854242963_193_91_101.mp4,360p_0.2M_,360p,0.2M,"[0, 9, 0, 0, 10, 18, 9, 0, 0, 8, 27, 0, 9, 49, 0, 22, 44, 9, 0, 5, 10, 23, 29, 29, 22, 9, 0, 18, 16, 62, 49, 48, 0]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,29.909,854242963_193_91_101.mp4,test,360,640
a8044772d93fcfe34d2a8e9e6d490780,16.476254866661762,2.560287299105688,Vimeo,0,360p_0.2M_#818200916_144_67_77.mp4,360p_0.2M_,360p,0.2M,"[9, 9, 29, 0, 0, 30, 8, 6, 10, 1, 5, 22, 17, 8, 0, 19, 39, 10, 41, 10, 31, 50, 27, 30, 0, 20, 23, 27, 0, 11, 0, 21, 13, 37, 27]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,30.0,818200916_144_67_77.mp4,validation,360,640
d20c7c402763281d78e8f7049a373adc,16.47651168288829,2.2883085802926635,Vimeo,0,360p_0.2M_#884240795_259_124_134.mp4,360p_0.2M_,360p,0.2M,"[19, 0, 11, 9, 3, 19, 0, 28, 4, 28, 59, 26, 21, 29, 2, 12, 0, 12, 4, 26, 11, 29, 45, 24, 27, 8]",/mnt/LIVELAB_NAS/shreshth/Vimeo/HDR_transcoded/,Landscape,29.888,884240795_259_124_134.mp4,test,360,640
